label,score
joy,0.9507219791412354
approval,0.8874926567077637
approval,0.9805858731269836
admiration,0.8052690029144287
surprise,0.4725787937641144
admiration,0.8595054149627686
approval,0.7181985378265381
admiration,0.9656763076782227
neutral,0.8639442324638367
admiration,0.9792800545692444
neutral,0.6123082041740417
love,0.8573684096336365
neutral,0.7786479592323303
neutral,0.5296046733856201
approval,0.9805482625961304
neutral,0.6405030488967896
neutral,0.6454709768295288
admiration,0.7526170611381531
realization,0.7345525622367859
gratitude,0.959739625453949
neutral,0.8629793524742126
love,0.7062481641769409
approval,0.9154086709022522
confusion,0.9573814868927002
admiration,0.9908323884010315
joy,0.9819356203079224
neutral,0.713013231754303
gratitude,0.9504957795143127
excitement,0.9599050283432007
admiration,0.9698623418807983
disapproval,0.4388304352760315
love,0.8677568435668945
neutral,0.8812785744667053
gratitude,0.9949729442596436
neutral,0.9746760725975037
neutral,0.6444220542907715
admiration,0.5899207592010498
realization,0.6687994599342346
admiration,0.9594966769218445
admiration,0.5628019571304321
optimism,0.971486508846283
neutral,0.9500239491462708
admiration,0.9949937462806702
neutral,0.9964659214019775
gratitude,0.6568284630775452
approval,0.8877331018447876
approval,0.5916062593460083
admiration,0.9923730492591858
disgust,0.6369001269340515
admiration,0.7209491729736328
approval,0.6338401436805725
love,0.9874672293663025
admiration,0.9911434650421143
neutral,0.6716973185539246
neutral,0.993574321269989
admiration,0.9855835437774658
approval,0.8212456703186035
neutral,0.8744401335716248
caring,0.5556141138076782
approval,0.7737657427787781
approval,0.8044599890708923
excitement,0.8363068699836731
curiosity,0.9508668184280396
approval,0.5870396494865417
approval,0.6556058526039124
neutral,0.964181125164032
joy,0.7839719653129578
excitement,0.5187280178070068
curiosity,0.3758627772331238
admiration,0.9360234141349792
amusement,0.992967963218689
neutral,0.9870670437812805
curiosity,0.990000307559967
approval,0.49566325545310974
disappointment,0.8655192852020264
realization,0.8040359020233154
approval,0.9897955060005188
neutral,0.8671993017196655
curiosity,0.7129509449005127
admiration,0.9785797595977783
joy,0.5171427726745605
excitement,0.901134729385376
excitement,0.884969174861908
curiosity,0.7418816089630127
admiration,0.47454720735549927
approval,0.7171692252159119
approval,0.5113868713378906
approval,0.9631328582763672
admiration,0.6088083386421204
neutral,0.9905531406402588
curiosity,0.5777512788772583
gratitude,0.9932453036308289
neutral,0.7790193557739258
approval,0.5798673033714294
realization,0.631973922252655
neutral,0.48912230134010315
neutral,0.9697030186653137
admiration,0.590405285358429
neutral,0.6771188974380493
approval,0.9700339436531067
curiosity,0.8556514978408813
neutral,0.6429563760757446
admiration,0.8213254809379578
love,0.9818786978721619
neutral,0.9533154964447021
approval,0.6603755950927734
admiration,0.9837259650230408
approval,0.9583641886711121
joy,0.8072643280029297
approval,0.9723906517028809
love,0.5536943078041077
neutral,0.9884787201881409
gratitude,0.996298611164093
approval,0.8906418085098267
admiration,0.9911086559295654
admiration,0.9178499579429626
approval,0.7513518333435059
neutral,0.5161229372024536
approval,0.5004884600639343
admiration,0.9859554767608643
love,0.9693061709403992
admiration,0.6094127893447876
amusement,0.9632415771484375
realization,0.9866867065429688
admiration,0.7056567668914795
annoyance,0.7559225559234619
admiration,0.940294086933136
admiration,0.9692366123199463
admiration,0.5534005761146545
approval,0.4300301671028137
admiration,0.5374616384506226
admiration,0.993330180644989
neutral,0.49385887384414673
neutral,0.4270608723163605
admiration,0.6448660492897034
neutral,0.9967584013938904
fear,0.9751368761062622
gratitude,0.9770408272743225
approval,0.7836655378341675
admiration,0.9938874840736389
approval,0.7604628801345825
amusement,0.9862517714500427
approval,0.9168405532836914
admiration,0.9920390844345093
admiration,0.978050172328949
admiration,0.5259717702865601
neutral,0.6566076278686523
neutral,0.6371015906333923
caring,0.3629421889781952
optimism,0.8213891983032227
neutral,0.9696752429008484
neutral,0.6752580404281616
approval,0.8464505672454834
joy,0.8989895582199097
neutral,0.5252206325531006
admiration,0.9325963258743286
excitement,0.3384827971458435
confusion,0.7179445028305054
admiration,0.9837257266044617
love,0.5658423900604248
neutral,0.6950218677520752
amusement,0.9895390868186951
admiration,0.9637744426727295
neutral,0.987617552280426
admiration,0.5342687964439392
realization,0.7601221799850464
approval,0.610902726650238
approval,0.889517605304718
disapproval,0.9378079771995544
approval,0.9304789304733276
neutral,0.8476560115814209
admiration,0.9898868203163147
neutral,0.6178874969482422
admiration,0.9537678956985474
disapproval,0.9432286620140076
excitement,0.9532919526100159
admiration,0.9028154611587524
neutral,0.9426825642585754
approval,0.6913648247718811
approval,0.8164368867874146
neutral,0.9659766554832458
neutral,0.9968194961547852
joy,0.8546937704086304
neutral,0.8236056566238403
realization,0.6381253004074097
neutral,0.8608753681182861
neutral,0.940899670124054
joy,0.38700708746910095
excitement,0.824216365814209
realization,0.9940997362136841
amusement,0.8151902556419373
joy,0.5758588910102844
neutral,0.44253039360046387
neutral,0.6188552975654602
approval,0.7246717214584351
admiration,0.9103931188583374
neutral,0.9884588122367859
neutral,0.9524387121200562
admiration,0.9741023182868958
approval,0.9018393158912659
excitement,0.8163591027259827
admiration,0.9937345385551453
fear,0.36332443356513977
joy,0.8318261504173279
optimism,0.759645938873291
pride,0.5040343999862671
amusement,0.8751944303512573
admiration,0.5574431419372559
admiration,0.9721947908401489
admiration,0.9362277388572693
approval,0.9847438931465149
admiration,0.996069073677063
realization,0.9927252531051636
admiration,0.9886132478713989
admiration,0.9893236756324768
approval,0.8824326992034912
neutral,0.9355555176734924
nervousness,0.258833646774292
joy,0.8371714949607849
neutral,0.9573728442192078
love,0.9864332675933838
curiosity,0.9457834362983704
realization,0.7582261562347412
realization,0.6123164892196655
admiration,0.7384558916091919
neutral,0.9059180021286011
realization,0.9865869879722595
realization,0.32687079906463623
admiration,0.9913874268531799
admiration,0.9912487268447876
excitement,0.9238213300704956
surprise,0.41219133138656616
admiration,0.9927645325660706
approval,0.8970248103141785
love,0.8384782671928406
neutral,0.9429844617843628
disappointment,0.8528381586074829
curiosity,0.45975804328918457
approval,0.6182708740234375
approval,0.8375577926635742
admiration,0.9641950726509094
curiosity,0.5357111096382141
realization,0.3763605058193207
joy,0.34394317865371704
neutral,0.7409628629684448
admiration,0.923778772354126
optimism,0.6278179287910461
neutral,0.8861606121063232
admiration,0.9753012657165527
neutral,0.9730916023254395
admiration,0.48495498299598694
love,0.935035765171051
neutral,0.463783860206604
joy,0.9696927070617676
confusion,0.45870378613471985
admiration,0.9828442335128784
neutral,0.9931743741035461
love,0.949718713760376
admiration,0.967854380607605
excitement,0.7486152052879333
admiration,0.7851336598396301
admiration,0.9714146852493286
neutral,0.9701663255691528
neutral,0.5246078372001648
approval,0.8622023463249207
amusement,0.971076250076294
admiration,0.9352253675460815
disapproval,0.8534267544746399
neutral,0.8941302299499512
neutral,0.8762602210044861
excitement,0.5207927823066711
admiration,0.8988960981369019
admiration,0.8996021151542664
neutral,0.5632835626602173
realization,0.46292644739151
admiration,0.28314104676246643
approval,0.6244089007377625
approval,0.3807466924190521
admiration,0.7193301916122437
neutral,0.5566596984863281
realization,0.7974493503570557
approval,0.35072997212409973
excitement,0.6772785186767578
admiration,0.9903200268745422
admiration,0.9861693382263184
neutral,0.7513290047645569
approval,0.449604332447052
admiration,0.9904240965843201
excitement,0.9405268430709839
approval,0.7448975443840027
approval,0.5874947309494019
curiosity,0.9945865869522095
admiration,0.5784158110618591
approval,0.9494606256484985
gratitude,0.8350242972373962
gratitude,0.9471611976623535
neutral,0.7891886234283447
admiration,0.5572411417961121
joy,0.8669636845588684
neutral,0.42498722672462463
amusement,0.990310788154602
approval,0.40735453367233276
neutral,0.982289731502533
amusement,0.9824746251106262
approval,0.4628026485443115
approval,0.9928717017173767
approval,0.4984314441680908
neutral,0.9975401163101196
admiration,0.6828511953353882
amusement,0.9666478633880615
neutral,0.9970506429672241
neutral,0.9881930947303772
gratitude,0.9928596019744873
excitement,0.9894541501998901
neutral,0.8991994857788086
approval,0.893665075302124
surprise,0.871998131275177
admiration,0.5183112621307373
love,0.409575492143631
neutral,0.9865404963493347
neutral,0.9872136116027832
neutral,0.9946321249008179
admiration,0.817730188369751
approval,0.7470144033432007
admiration,0.9861854910850525
admiration,0.5378068089485168
love,0.9286393523216248
admiration,0.9712082147598267
optimism,0.9519873857498169
neutral,0.9069753885269165
surprise,0.8961614370346069
surprise,0.474062979221344
admiration,0.6618504524230957
approval,0.8356367349624634
gratitude,0.47244852781295776
admiration,0.9860472679138184
approval,0.7023283839225769
realization,0.9848328232765198
admiration,0.9650728106498718
joy,0.7971500158309937
neutral,0.9963095784187317
neutral,0.9411057233810425
admiration,0.9202778935432434
admiration,0.9035225510597229
neutral,0.9053456783294678
approval,0.7408266067504883
admiration,0.9911670088768005
amusement,0.9918273687362671
excitement,0.9905173182487488
joy,0.8193780183792114
approval,0.830437421798706
love,0.7211122512817383
neutral,0.9916913509368896
admiration,0.8960908055305481
neutral,0.9071691632270813
confusion,0.6387618184089661
fear,0.9723665118217468
approval,0.9523608684539795
joy,0.7590222954750061
amusement,0.6801292300224304
neutral,0.9954854846000671
amusement,0.9808372855186462
excitement,0.5330867767333984
approval,0.9280470609664917
neutral,0.9832931756973267
admiration,0.9902874231338501
admiration,0.6855988502502441
admiration,0.9941266775131226
approval,0.8327903151512146
approval,0.47879287600517273
sadness,0.9460150599479675
curiosity,0.3747352957725525
gratitude,0.7205410003662109
optimism,0.34837576746940613
approval,0.9733626842498779
admiration,0.9898707270622253
disapproval,0.32709747552871704
admiration,0.9780958890914917
neutral,0.9586485624313354
curiosity,0.6186276078224182
neutral,0.43009892106056213
realization,0.9954183101654053
admiration,0.9903374910354614
neutral,0.9800988435745239
neutral,0.9798490405082703
realization,0.906829297542572
approval,0.8027454614639282
surprise,0.9374574422836304
approval,0.6282161474227905
approval,0.4354785680770874
joy,0.6419769525527954
admiration,0.7573608756065369
admiration,0.9917100071907043
admiration,0.9909752011299133
realization,0.913317859172821
neutral,0.9554008841514587
excitement,0.8651400208473206
admiration,0.9951367974281311
excitement,0.5499434471130371
joy,0.9751765131950378
approval,0.8505885601043701
neutral,0.4664655029773712
excitement,0.9639813303947449
love,0.5238123536109924
admiration,0.9827291965484619
approval,0.7172306180000305
admiration,0.5398452877998352
amusement,0.991064190864563
excitement,0.9102148413658142
relief,0.4834112226963043
joy,0.6066007018089294
admiration,0.9743175506591797
admiration,0.9030894041061401
surprise,0.582552433013916
neutral,0.6502397656440735
approval,0.8882255554199219
approval,0.5148422122001648
admiration,0.4788433611392975
excitement,0.5986226201057434
admiration,0.9918912649154663
joy,0.45162269473075867
neutral,0.6034461259841919
amusement,0.9894810914993286
surprise,0.7883047461509705
neutral,0.7749154567718506
admiration,0.6244377493858337
admiration,0.9941200613975525
optimism,0.9931352138519287
admiration,0.8119350075721741
love,0.9072827100753784
neutral,0.6027508974075317
neutral,0.6027508974075317
admiration,0.9943919777870178
approval,0.6481756567955017
admiration,0.9928759336471558
neutral,0.9837290644645691
neutral,0.967849850654602
amusement,0.9671294093132019
approval,0.6599940657615662
neutral,0.8591729402542114
curiosity,0.8847395777702332
gratitude,0.9555111527442932
excitement,0.9898781776428223
realization,0.7408190965652466
approval,0.5485253930091858
admiration,0.9482290744781494
neutral,0.9797877669334412
approval,0.9068651795387268
realization,0.9854221343994141
admiration,0.993950605392456
admiration,0.9572124481201172
admiration,0.9927552342414856
excitement,0.9890066385269165
neutral,0.5205058455467224
admiration,0.42544421553611755
approval,0.547099232673645
neutral,0.8315051198005676
admiration,0.9678534269332886
neutral,0.9022148847579956
love,0.9838496446609497
admiration,0.9035511612892151
approval,0.31553447246551514
neutral,0.9960806965827942
neutral,0.8999608755111694
realization,0.6873313784599304
neutral,0.6886456608772278
neutral,0.6100174784660339
joy,0.6037895679473877
approval,0.9224526286125183
confusion,0.30577901005744934
joy,0.929739773273468
admiration,0.6712378263473511
admiration,0.994413435459137
neutral,0.641355037689209
admiration,0.8806098699569702
admiration,0.5852189660072327
admiration,0.9922996163368225
approval,0.5301195383071899
neutral,0.7482408881187439
realization,0.5519301295280457
optimism,0.527053713798523
excitement,0.9060847759246826
desire,0.47463881969451904
neutral,0.829157829284668
surprise,0.5145074129104614
curiosity,0.9805428981781006
admiration,0.9894554018974304
neutral,0.8366374969482422
joy,0.9720938205718994
joy,0.6691583395004272
approval,0.8780729174613953
neutral,0.9963920712471008
curiosity,0.951252818107605
admiration,0.6266462206840515
admiration,0.9728975892066956
admiration,0.9589505791664124
admiration,0.6479551792144775
amusement,0.7536711692810059
admiration,0.9882950782775879
admiration,0.888502299785614
admiration,0.9883518815040588
amusement,0.38190796971321106
neutral,0.9949896931648254
approval,0.4898768365383148
admiration,0.6311700344085693
admiration,0.8236140012741089
curiosity,0.8889064788818359
curiosity,0.706290066242218
admiration,0.985273540019989
joy,0.966977059841156
gratitude,0.7603986263275146
realization,0.9332034587860107
admiration,0.9398379325866699
admiration,0.9586981534957886
surprise,0.3099946081638336
admiration,0.9920255541801453
admiration,0.9924129843711853
amusement,0.4962005019187927
realization,0.8046174645423889
curiosity,0.8543026447296143
admiration,0.9203220009803772
curiosity,0.7021231055259705
neutral,0.9753520488739014
approval,0.9381614327430725
excitement,0.944793701171875
amusement,0.9877893924713135
approval,0.9308928847312927
curiosity,0.647909939289093
surprise,0.9727383852005005
approval,0.47760915756225586
admiration,0.9392631649971008
amusement,0.9869570732116699
approval,0.8805394768714905
approval,0.3568820357322693
approval,0.9209145903587341
approval,0.903910756111145
neutral,0.670417845249176
neutral,0.30473029613494873
admiration,0.9684172868728638
admiration,0.9471272826194763
disapproval,0.36071956157684326
approval,0.4680543541908264
joy,0.9813696146011353
admiration,0.9768881797790527
joy,0.9773807525634766
approval,0.9176761507987976
neutral,0.5700088143348694
curiosity,0.9443989992141724
admiration,0.9961573481559753
approval,0.978408932685852
admiration,0.9239009022712708
admiration,0.9678869247436523
admiration,0.9645602703094482
admiration,0.9876394867897034
joy,0.5851031541824341
excitement,0.6280027031898499
admiration,0.448040246963501
love,0.5073429942131042
approval,0.4940144121646881
admiration,0.9901582598686218
realization,0.9486321210861206
admiration,0.9604595899581909
neutral,0.9775936603546143
amusement,0.9518242478370667
admiration,0.9911643862724304
joy,0.8899310827255249
love,0.4429049491882324
admiration,0.7361363172531128
surprise,0.41421371698379517
love,0.5487712025642395
admiration,0.8252970576286316
approval,0.8356902003288269
realization,0.8149438500404358
admiration,0.9198468923568726
approval,0.8773602247238159
gratitude,0.8690946698188782
approval,0.7646838426589966
neutral,0.9858520030975342
neutral,0.4246823489665985
neutral,0.994556188583374
approval,0.7188106179237366
amusement,0.9904114603996277
approval,0.5909649729728699
optimism,0.9895296692848206
love,0.8600821495056152
admiration,0.9825943112373352
love,0.6508582234382629
amusement,0.9631242752075195
admiration,0.9767653346061707
excitement,0.9791941046714783
amusement,0.24728216230869293
admiration,0.9813138246536255
amusement,0.9861359596252441
admiration,0.994071900844574
neutral,0.68002849817276
approval,0.7630165815353394
neutral,0.9249507784843445
neutral,0.824395477771759
annoyance,0.5357711315155029
admiration,0.6266323328018188
love,0.980006217956543
admiration,0.9852064251899719
approval,0.9883032441139221
excitement,0.8487861752510071
relief,0.433862566947937
disapproval,0.6416696906089783
admiration,0.9940707087516785
amusement,0.9446367621421814
neutral,0.9545565843582153
approval,0.8047374486923218
admiration,0.9883572459220886
neutral,0.9818419218063354
amusement,0.7930555939674377
approval,0.4391185939311981
excitement,0.6949340105056763
excitement,0.48185667395591736
surprise,0.9334498643875122
neutral,0.5610017776489258
neutral,0.9833226799964905
admiration,0.9882395267486572
approval,0.9714986085891724
neutral,0.7789604663848877
admiration,0.9006838202476501
admiration,0.9902560114860535
surprise,0.5794771313667297
neutral,0.9399299621582031
curiosity,0.7514327764511108
admiration,0.8633003234863281
admiration,0.5116720199584961
admiration,0.9711747169494629
realization,0.9854986667633057
surprise,0.5645220279693604
love,0.9781556129455566
joy,0.6739199757575989
neutral,0.8919926881790161
neutral,0.727056622505188
admiration,0.9922760128974915
admiration,0.8188793063163757
surprise,0.9810771346092224
caring,0.9817793965339661
approval,0.37529677152633667
excitement,0.940290093421936
excitement,0.7139483690261841
approval,0.6502669453620911
neutral,0.8108295202255249
neutral,0.9976434111595154
admiration,0.9936603903770447
neutral,0.9943060278892517
joy,0.378162682056427
surprise,0.9356817007064819
joy,0.378162682056427
caring,0.7128626108169556
joy,0.8788428902626038
joy,0.9240144491195679
neutral,0.5242668390274048
neutral,0.5067340731620789
approval,0.3536047339439392
neutral,0.3062816262245178
admiration,0.9844975471496582
neutral,0.962998628616333
excitement,0.9473246335983276
surprise,0.7969005703926086
admiration,0.9965883493423462
admiration,0.9942994117736816
excitement,0.5544557571411133
surprise,0.3743070065975189
admiration,0.9949257373809814
neutral,0.9969056248664856
admiration,0.8017772436141968
approval,0.7466759085655212
approval,0.9174578785896301
admiration,0.9048965573310852
approval,0.987201452255249
admiration,0.9796388149261475
neutral,0.7973229289054871
realization,0.6165412664413452
neutral,0.9935067892074585
approval,0.5524770617485046
surprise,0.8277615904808044
admiration,0.4572647511959076
optimism,0.7099957466125488
neutral,0.9832940101623535
curiosity,0.4963930547237396
approval,0.717140793800354
neutral,0.4536103904247284
curiosity,0.996636152267456
amusement,0.9829114675521851
admiration,0.43801456689834595
gratitude,0.9885025024414062
surprise,0.8053784966468811
admiration,0.9121237397193909
approval,0.5844339728355408
neutral,0.869601309299469
neutral,0.8960962891578674
admiration,0.98602294921875
approval,0.5262234210968018
joy,0.8404711484909058
gratitude,0.8865319490432739
amusement,0.9741775989532471
neutral,0.950745701789856
admiration,0.9617490768432617
love,0.7921518087387085
admiration,0.9645638465881348
excitement,0.5197099447250366
pride,0.719070315361023
realization,0.7136944532394409
neutral,0.6436129808425903
realization,0.7668517231941223
neutral,0.4940204620361328
approval,0.8011196255683899
neutral,0.9278013110160828
realization,0.9770553112030029
love,0.9690890312194824
surprise,0.575279176235199
admiration,0.8411357402801514
approval,0.9651861190795898
pride,0.6597896218299866
realization,0.4652671813964844
neutral,0.7852863669395447
approval,0.9853926301002502
surprise,0.9873663187026978
realization,0.5924105644226074
annoyance,0.3710252046585083
excitement,0.7024579644203186
approval,0.6564196944236755
gratitude,0.9964897036552429
neutral,0.9599858522415161
admiration,0.971975564956665
love,0.9700288772583008
approval,0.6763515472412109
approval,0.9274886250495911
desire,0.5096898078918457
relief,0.9327815771102905
neutral,0.795355498790741
neutral,0.7666525840759277
approval,0.44642409682273865
neutral,0.8577200174331665
confusion,0.5140008926391602
disapproval,0.8595289587974548
neutral,0.9833732843399048
disapproval,0.8517086505889893
admiration,0.9655573964118958
amusement,0.9724917411804199
curiosity,0.9844430088996887
gratitude,0.7668863534927368
love,0.8387103080749512
surprise,0.3147073984146118
neutral,0.9920198321342468
admiration,0.9928239583969116
approval,0.7110769152641296
disapproval,0.3174052834510803
excitement,0.6357901096343994
joy,0.9639604091644287
joy,0.9639604091644287
amusement,0.9756945371627808
love,0.9720027446746826
admiration,0.9890140891075134
admiration,0.9940504431724548
approval,0.9034548401832581
love,0.8108813166618347
admiration,0.9735800623893738
neutral,0.47954583168029785
admiration,0.9149863719940186
approval,0.9244764447212219
admiration,0.8560699224472046
admiration,0.9961691498756409
excitement,0.983628511428833
excitement,0.93784499168396
neutral,0.5320512652397156
approval,0.7838963866233826
surprise,0.9295727014541626
neutral,0.9839078187942505
excitement,0.47535470128059387
neutral,0.9956037998199463
neutral,0.9007883071899414
neutral,0.7945947051048279
neutral,0.9960752129554749
admiration,0.6936114430427551
neutral,0.8956301212310791
realization,0.4624806046485901
admiration,0.8642951250076294
admiration,0.4905867874622345
admiration,0.8493347764015198
realization,0.618024468421936
disappointment,0.41868796944618225
admiration,0.9880472421646118
admiration,0.9876528978347778
admiration,0.6291549205780029
neutral,0.9260528683662415
excitement,0.7394521832466125
excitement,0.3513179421424866
admiration,0.9684908986091614
excitement,0.6433750987052917
approval,0.9164319038391113
neutral,0.8209621906280518
neutral,0.967249870300293
neutral,0.9892996549606323
amusement,0.9833161234855652
admiration,0.9946869611740112
gratitude,0.9972212314605713
fear,0.6506422162055969
admiration,0.7377718687057495
fear,0.9919313788414001
joy,0.9321420192718506
admiration,0.843917191028595
realization,0.448591411113739
admiration,0.9827050566673279
neutral,0.9830226302146912
curiosity,0.993901252746582
neutral,0.9924044013023376
excitement,0.7945748567581177
approval,0.5875648260116577
admiration,0.9855822920799255
admiration,0.9952982068061829
approval,0.806456983089447
realization,0.8545218110084534
admiration,0.9893277287483215
admiration,0.961449921131134
approval,0.8296799659729004
gratitude,0.9867653846740723
love,0.7490006685256958
admiration,0.9898743629455566
amusement,0.3012770414352417
neutral,0.8023052215576172
excitement,0.970413327217102
curiosity,0.9801859855651855
admiration,0.6257455945014954
neutral,0.6967037916183472
realization,0.9744933247566223
approval,0.618786096572876
amusement,0.7002897262573242
neutral,0.9903110265731812
excitement,0.7626301050186157
admiration,0.948790431022644
optimism,0.9401208162307739
admiration,0.7643939852714539
approval,0.5723374485969543
approval,0.9266201853752136
approval,0.9631702303886414
approval,0.6493601202964783
approval,0.852573573589325
surprise,0.7830356955528259
excitement,0.8131154775619507
amusement,0.9854090809822083
admiration,0.8366557955741882
admiration,0.9910209774971008
neutral,0.9521484971046448
admiration,0.9502804279327393
approval,0.7241104245185852
admiration,0.960555374622345
gratitude,0.6835457682609558
admiration,0.651928186416626
neutral,0.9454292058944702
gratitude,0.8580834865570068
joy,0.9593292474746704
admiration,0.8052724003791809
admiration,0.9569094777107239
realization,0.9945437908172607
gratitude,0.986407995223999
approval,0.568350076675415
joy,0.6667909026145935
admiration,0.499134361743927
neutral,0.38407638669013977
excitement,0.9352386593818665
joy,0.3904317319393158
love,0.8615365028381348
gratitude,0.9753416180610657
curiosity,0.9891574382781982
admiration,0.9885897636413574
realization,0.8318620324134827
admiration,0.6593501567840576
admiration,0.9854077696800232
approval,0.931026041507721
neutral,0.8860197067260742
curiosity,0.9256755709648132
surprise,0.8899453282356262
admiration,0.9445124268531799
excitement,0.5829256772994995
admiration,0.9105368852615356
admiration,0.9835277795791626
neutral,0.96442711353302
optimism,0.6342793107032776
admiration,0.99053555727005
neutral,0.9867087602615356
approval,0.7443434596061707
approval,0.9612395763397217
approval,0.7948837876319885
joy,0.9783293604850769
love,0.9286393523216248
admiration,0.9245911836624146
approval,0.5201038718223572
admiration,0.8531714677810669
joy,0.9752394556999207
admiration,0.7976104617118835
approval,0.9076089262962341
admiration,0.9920966625213623
neutral,0.9933441877365112
admiration,0.6439037919044495
admiration,0.9334052205085754
approval,0.787227213382721
approval,0.7404376864433289
admiration,0.7395375967025757
admiration,0.957490086555481
admiration,0.9920326471328735
neutral,0.9838277101516724
optimism,0.9067038297653198
admiration,0.6981520652770996
surprise,0.9067654609680176
gratitude,0.991701066493988
admiration,0.8895868062973022
admiration,0.9116065502166748
realization,0.8438876867294312
neutral,0.9288753271102905
neutral,0.9805911183357239
gratitude,0.8270761370658875
gratitude,0.5124067068099976
admiration,0.6757895350456238
admiration,0.6773105263710022
curiosity,0.8532671332359314
admiration,0.9916360378265381
admiration,0.9775855541229248
admiration,0.9518755674362183
love,0.5299565196037292
excitement,0.8354936838150024
admiration,0.9766994714736938
amusement,0.9952373504638672
relief,0.8999166488647461
approval,0.3632933795452118
admiration,0.8677064776420593
admiration,0.9950163960456848
curiosity,0.9828289151191711
admiration,0.9877990484237671
admiration,0.5546026825904846
amusement,0.9727590680122375
joy,0.43608224391937256
admiration,0.9913852214813232
approval,0.9372273087501526
realization,0.6062715649604797
caring,0.93671053647995
approval,0.6809576153755188
neutral,0.6450796723365784
neutral,0.6304120421409607
admiration,0.9526955485343933
admiration,0.7796740531921387
approval,0.969943642616272
neutral,0.9847586154937744
anger,0.9027438163757324
admiration,0.9608080983161926
neutral,0.9971489310264587
neutral,0.7213216423988342
neutral,0.8753895163536072
neutral,0.9720984697341919
approval,0.934182345867157
admiration,0.489502876996994
neutral,0.4915059208869934
neutral,0.998375415802002
approval,0.48334550857543945
realization,0.6714248061180115
excitement,0.7614234089851379
neutral,0.9096807241439819
neutral,0.9958665370941162
joy,0.9803649187088013
admiration,0.9918639659881592
admiration,0.8774517178535461
joy,0.9888142943382263
realization,0.9641732573509216
neutral,0.9758137464523315
joy,0.8155539035797119
neutral,0.8297543525695801
excitement,0.5866864919662476
approval,0.9800752401351929
admiration,0.9717409014701843
neutral,0.5248616337776184
neutral,0.991015613079071
curiosity,0.9342405200004578
admiration,0.9914212822914124
neutral,0.721844494342804
neutral,0.9164305925369263
love,0.9772754311561584
admiration,0.727785587310791
neutral,0.7741276025772095
admiration,0.9868441820144653
amusement,0.9001758098602295
admiration,0.525672435760498
neutral,0.7477149367332458
neutral,0.9622421860694885
neutral,0.9931250810623169
realization,0.9712002277374268
neutral,0.7834534645080566
approval,0.6165456771850586
admiration,0.9692057967185974
admiration,0.9532659649848938
approval,0.40675222873687744
admiration,0.9375296831130981
amusement,0.9852879047393799
neutral,0.9895613789558411
admiration,0.9888501763343811
surprise,0.9846428036689758
excitement,0.437330424785614
realization,0.840974748134613
joy,0.7816078662872314
admiration,0.9473628401756287
joy,0.6300356388092041
admiration,0.9939426779747009
admiration,0.9724218845367432
neutral,0.6408222913742065
approval,0.7609233260154724
admiration,0.8795523047447205
neutral,0.8266506791114807
approval,0.9802204370498657
